question,document
The instructions on GitHub say to use the ‘cohorts/2026/01-agentic-rag’ folder – is there a specific file within that folder where I'll find all the details about the assignment?,53f15299b6
"I keep hearing about the course platform for deadlines, but honestly it’s a bit confusing.  Does the GitHub repo have information on when we need to submit our work?",53f15299b6
"Just to be clear, is it more important to read the instructions in the GitHub file or check the course management system for updates and deadlines?",53f15299b6
"Okay, so I’m getting this ‘Returning Empty list after filtering my query’ error in the homework. What exactly does that mean when I'm trying to filter my data?",83da208a64
"The FAQ says it’s probably an indexing issue. But before I start messing with the index settings, can you explain *why* adding them first is important for this particular problem?",83da208a64
"I added the index settings like you said, but still getting the empty list! Is there a specific order I should be doing things in – like, do I need to add the data *before* setting up the indexes?",83da208a64
"Just to make sure I understand completely, if I’m filtering my query after indexing, does that mean I'm not supposed to be changing the index settings at all during the process?",83da208a64
The answer mentions ‘good to go’. What exactly does that phrase mean in this context? Is it just that I can now apply my filters and queries without any further problems?,83da208a64
"Okay, so I’m getting a 402 error when using OpenRouter’s responses.create() – what exactly does ‘max_output_tokens’ mean and why is it causing the problem?",cfb07a27d5
"The answer says to set `max_output_tokens=1024` in my code, but how do I actually *find* where I need to add that parameter? Is it just in the `client.responses.create()` call itself?",cfb07a27d5
"I’ve added `max_output_tokens=1024` to my code, but I'm still getting the 402 error. What should I check first – is there something wrong with how I’ve set up my `.env` file?",cfb07a27d5
"The FAQ mentions using a ‘pinned model’ like `openai/gpt-oss-120b:free`. Why can’t I just use the default `openrouter/free` model, and what's the difference in their limits?",cfb07a27d5
"If I’m *still* having trouble after trying all of this, what other things should I be looking at to troubleshoot the 402 error with OpenRouter? Like, are there any specific logs I should check?",cfb07a27d5
"Okay, so when they say 'point RAG at the chunk index,' does that mean I actually have to create a separate index just for the smaller pieces of text instead of working with the whole documents?",b4300adeb1
"Could you give me a more specific example? Like, if I’m using PDFs, should I be indexing each page separately or is there a best practice for how I split those PDFs into chunks before building the index?",b4300adeb1
"I'm confused about this part – ‘fit the search index on chunks.’ Does that mean I need to run `index.fit()` *twice*, once with the full documents and then again with just the chunks?  It seems a bit redundant.",b4300adeb1
"So, if I’m building my index using the chunked data, how does the RAG pipeline actually *know* which specific chunks are relevant for answering a user's question? Is there some kind of scoring system?",b4300adeb1
"Just to be clear, I shouldn’t be trying to build the index directly on the original documents like the full `documents` folder, right?  It has to be based on the smaller ‘chunks’ that I created?",b4300adeb1
"Okay, so if I get a numerical answer that's slightly off compared to what’s listed as an option, is it okay to just pick the closest one?",5e4ca64cb5
"I noticed there are different answers possible – like, does it matter if my answer isn’t *exactly* the same as any of the provided choices?",5e4ca64cb5
The FAQ mentions ‘filtering’ and ‘dataset versions’… what exactly do those mean in the context of this homework? Are they things I should be aware of when I'm trying to get the right answer?,5e4ca64cb5
"What if my answer is way off from all the options? Should I just assume I messed up, or are there other things I should check first before giving up?",5e4ca64cb5
The link to ‘homework logistics’ seems really helpful – can you explain a bit more about why there might be differences in how different models or providers handle the same question?,5e4ca64cb5
"Okay, so I’m totally lost on the homework – where exactly do I start looking for instructions? It says to read the GitHub page, but which one specifically?",7d3a2e3505
The assignment seems a little confusing because it's using a different dataset than the lesson. Is there a way to understand *why* they changed things and how it relates back to what we learned?,7d3a2e3505
"I’m having trouble figuring out exactly what command I need to run, and my output isn’t making sense. What’s the best way to ask for help on Slack without just posting a picture of my screen?",7d3a2e3505
"Just to be clear, this homework is supposed to build upon the concepts from the lesson, right?  Like, it's not completely new material?",7d3a2e3505
"I checked the GitHub page and the homework instructions, but I’m still struggling. The guidelines say to include code output in my Slack question – what exactly should I paste there?",7d3a2e3505
"Okay, so if I’m not using OpenAI and am working with a different LLM provider – like maybe Google Gemini or something – how exactly do I figure out the token count for my homework?",fe8fed31e6
"The answer says to look at `response.usage.input_tokens` or similar. But what *exactly* is a ‘response’ object in this context, and where do I find it when using a different model provider?  Is there a specific part of the response I should be looking for?",fe8fed31e6
"I see you're saying not to use `tiktoken` or `cl100k_base` with models other than OpenAI. Why is that? What’s wrong with trying to use those tokenizers on, say, Gemini or Mistral?",fe8fed31e6
If my provider *doesn’t* give me any information about token usage at all – like no ‘usage’ field in the response – what should I do then?  Is there a way to estimate the tokens?,fe8fed31e6
"Just to be clear, for those multiple-choice questions where we need to pick the closest answer based on token count, does that mean we just guess which option is most likely to have fewer tokens?",fe8fed31e6
"Okay, so my homework submission got marked down because the repo link wasn’t returning a 200 status – what exactly *is* a GET request and why does it matter?",bcdb8740ce
"I checked and my repo is public, but still getting a 500 error. Is there anything else I could be doing wrong with the URL itself? Like, am I formatting it incorrectly somehow?",bcdb8740ce
The answer says to check if I’m including `.git` at the end of the link – but what *is* a `.git` folder and why would adding it cause problems for the submission checker?,bcdb8740ce
"If I open the repo URL in my browser and it works fine, does that *guarantee* it will work with the submission checker? Or are there other things that could be causing a problem even if I can see it myself?",bcdb8740ce
"Just to clarify – so if the checker can’t reach the repo because it's private, that’s the main reason for the rejection, right? It’s not about something else going wrong with the link?",bcdb8740ce
"Okay, so the FAQ says embeddings are about turning regular data into numbers... but *why* do we need to do that? What's the point of preserving meaning?",69430a79a8
What exactly does it mean when an embedding algorithm gives similar numerical results for similar non-numerical inputs? Can you give me a simple example?,69430a79a8
"You mention 'vector space model' and 'dimensionality reduction' – how are those connected to embeddings, and why are they important to understand?",69430a79a8
"If I input two pieces of text that have very similar meanings, will their embeddings be close together in this ‘vector space’ you talk about?  And if so, how does that help us find things?",69430a79a8
Just to make sure I get it... is an embedding basically a way to represent something – like a word or a sentence – as a list of numbers that captures its core meaning?,69430a79a8
"I'm seeing a warning that says 'model ""multi-qa-mpnet-base-dot-v1"" was made on sentence transformers v3.0.0'. What exactly does this mean and why am I getting it?",aa3f597424
"Okay, so the answer said to upgrade `sentence-transformers`. But how do I *actually* run that `pip install` command?  I’m not super familiar with the terminal.",aa3f597424
"Just to be clear, if I update `sentence-transformers` to 3.0.0 or higher, the warning should just disappear completely, right?",aa3f597424
"What happens if I *don't* upgrade `sentence-transformers`?  Will it still work properly, or is there a risk of problems down the line?",aa3f597424
"Is there any specific version of `sentence-transformers` that’s recommended for this module – like 3.0.0 specifically, or is any version 3.0.0+ going to do?",aa3f597424
"Okay, so the lesson used `.dot(...)` to calculate cosine similarity, but the homework wants us to do normalization ourselves – why is that? It seems a bit confusing!",92cd22cada
"I get that embeddings from OpenAI are supposed to be normalized, but what exactly *is* normalization and why does it matter when calculating cosine similarity?",92cd22cada
"If I'm using TF-IDF + SVD embeddings in the homework, will `.dot(...)` still work correctly for finding similar vectors, or do I absolutely need to normalize them first?",92cd22cada
The answer says the dot product *is* cosine similarity if the embeddings are normalized. But how do I actually *know* if my embeddings from the model are already normalized? Is there a way to check?,92cd22cada
"So, `.dot(...)` is just a shortcut for cosine similarity when the vectors are pre-normalized... but what's the bigger picture here? Why does normalization even matter in vector search?",92cd22cada
"Okay, so the FAQ says it's an experiment to see if I embed just the answer or just the question – but what exactly *is* a ‘hit rate’ and ‘MRR’ in this context? Like, how do I actually measure that?",5c4a8d2e60
"The response mentions embedding 'question + "" "" + text'. Does that mean I need to add a space between the question and the answer when creating the embeddings, or is it just for clarity?",5c4a8d2e60
I see you recommend embedding both the question *and* the answer. But wouldn’t that be super redundant? Shouldn't I just pick one method to avoid wasting resources on extra embeddings?,5c4a8d2e60
The FAQ says ‘pick whichever gives the best hit rate / MRR’.  But what if my dataset is really small? Will it still be useful to run those experiments and compare different embedding strategies?,5c4a8d2e60
"Could you explain a little more about why embedding 'question + "" "" + text' often performs better? Is there something specific about how that combined input helps the model understand the relationship between the question and answer?",5c4a8d2e60
"Okay, so I understand cosine similarity is about comparing documents. But what exactly *is* a 'vector' in this context? Like, how does it represent a document?",db78580409
The answer mentions ‘word counts or TF-IDF values.’ Can you explain the difference between those two things and why we might use them when calculating cosine similarity?,db78580409
I see that cosine similarity ranges from -1 to 1. What would it *mean* if I got a score of -1 for my search results? Is that bad?,db78580409
You said orthogonal vectors have no similarity – could you give me a simple example to illustrate what that actually looks like when dealing with document vectors?,db78580409
"Just to be clear, this cosine similarity is only useful for comparing documents that are similar in *content*, right? It doesn’t work if the documents are just completely different topics?",db78580409
I keep hearing about 'normalization' in relation to cosine similarity – can you explain exactly *why* we normalize the embeddings and the query vector before calculating the similarity? It seems a bit confusing!,95feb4e75b
"The answer mentions dot products. So, if I have a query embedding and a document embedding, how do I actually calculate the cosine similarity using just those two vectors?  Is it just multiplying them together?",95feb4e75b
"You said cosine similarity ignores magnitude. But what *does* matter then? Is it purely about the direction of the vectors, or are there other factors that influence the result?",95feb4e75b
"Okay, so matrix multiplication is used for efficiency... but can you walk me through a simple example of how this works in practice? Like, could you show me how one might calculate cosine similarity between two embeddings using matrix operations?",95feb4e75b
The explanation says it's 'equivalent'.  Can you elaborate on *why* taking the dot product after normalization is functionally the same as calculating cosine similarity directly? What’s the underlying math that makes this connection?,95feb4e75b
"Okay, so I just need a new Codespace for Module 2, right? It’s not like I have to create a whole new GitHub repo?",1e829a8c6f
Why does the FAQ say I should use a separate codespace specifically for Module 2 – is it because the vector search stuff is really big?,1e829a8c6f
"If I delete my Module 2 Codespace, will all my work still be safe in my main repository? What happens if I don’t commit anything?",1e829a8c6f
What exactly *is* a ‘codespace’ anyway? Is it just like a virtual computer I can use for the course?,1e829a8c6f
I'm a little confused about committing. Does that mean I need to save everything I change in my Codespace back to my GitHub repo regularly?,1e829a8c6f
"Hey, I’m running the download.py script and it gets stuck at 0% when trying to get the `model.onnx` file from HuggingFace. What’s going on?",29b69fbe0b
I'm having trouble downloading the model – specifically the `model.onnx` file – using the `download.py` script. Why does it just freeze at 0%? Is there something wrong with my connection?,29b69fbe0b
"The script keeps failing to download the `model.onnx` from HuggingFace and gets stuck at 0%.  I’ve tried a few times, but nothing changes. What should I do instead?",29b69fbe0b
"Okay, so I'm trying to get this model file, but `download.py` just hangs at 0% when downloading it from HuggingFace. The instructions say to download it manually – how exactly do I do that?",29b69fbe0b
"I’m getting a really weird error with the `download.py` script; it gets stuck at 0% while trying to download the model file.  The answer says to download it directly, but where do I find the link and how do I save it correctly?",29b69fbe0b
"Hey everyone, I’m a little confused about the vector search results. Why do the matrix and for-loop methods sometimes give slightly different answers? Is that normal?",e889793af9
"I read about floating-point precision in the lesson notes, but can you explain exactly *why* the matrix multiplication and the loop version of vector search don't always match up perfectly?",e889793af9
"So, it’s just a rounding thing with floating point numbers, right? But how does BLAS actually calculate things differently than my Python for-loop, and why does that matter in vector search?",e889793af9
The lesson mentions `np.allclose` to check the results. What exactly should I be looking for when I use it – is there a specific value I should expect to see as ‘True’ or ‘False’?,e889793af9
"I'm trying to understand this better. If the difference is just in the last few decimal places because of floating-point math, what’s the best way to check if the two methods are actually giving similar results practically?",e889793af9
I'm getting a really weird cosine similarity score for question 2 – what exactly am I supposed to be embedding when I’m using the `Embedder` from `embedder.py`?,eaa17a9dc6
"The homework says not to use `sentence-transformers`, but I accidentally used it and got a completely different result. Why does that matter so much?",eaa17a9dc6
"I've double-checked, but I’m definitely embedding the ‘content’ field of each page. Is there something else I could be doing wrong with how I’m calculating the cosine similarity?",eaa17a9dc6
The answer says the `Embedder` returns normalized vectors – does that mean I don’t actually need to do anything myself to normalize them before comparing?,eaa17a9dc6
"Okay, so if my cosine similarity is *slightly* off even after using the correct model and embedding the right field, what should I do? Is it okay to just pick the closest answer?",eaa17a9dc6
"I’m trying to use the Gemini API key in one of my Kestra flows, but it's not working. I’ve set the environment variables, but how exactly do I reference them *inside* the flow definition? Like, what syntax should I be using?",3860e5fe8b
The answer mentions base64-encoding the API keys – can you walk me through that process step-by-step? I'm a little confused about how `echo -n` and `base64` work together to actually encode the key.,3860e5fe8b
"Okay, so I’ve set all my environment variables. But what happens if I accidentally commit those variables to my Git repository? Is that a security risk, and what should I do instead?",3860e5fe8b
"The instructions say to use `SECRET_GEMINI_API_KEY`, but how does Kestra actually *know* where to find that secret in the first place?  Is it automatically looking for these prefixed environment variables when I run Kestra?",3860e5fe8b
"I’m using the OpenAI and TAVILY API keys, and the instructions say to base64 encode them. But what if I just want to use a plain API key without encoding it? Is there a way to do that, or is the base64 encoding always required?",3860e5fe8b
"Okay, so the AI Copilot keeps saying it can only make Kestra flows? What exactly *is* a Gemini API key and how do I get one?",04440cab11
The answer says to use `export GEMINI_API_KEY=,04440cab11
"Okay, so I’m having trouble with my Kestra flow and it says the Gemini API key is invalid. I've set `SECRET_GEMINI_API_KEY`, but it still doesn’t work. What exactly am I doing wrong?",c8ca21af33
"The answer mentions a corrupted base64 value – what does that *actually* mean in practice? Like, how do I fix it when setting the key?",c8ca21af33
It says to restart Kestra after exporting the variable. But how do I make sure it actually picks up the new `SECRET_GEMINI_API_KEY` and doesn’t just keep using the old one?,c8ca21af33
"I see you recommend not using the `SECRET_` prefix when referencing the key in my flows. Why is that, and can you show me an example of how to do it correctly?",c8ca21af33
"The FAQ suggests using a `.env` file – is that really the best way to manage these API keys in Kestra, or are there other options I should consider?",c8ca21af33
"Okay, so I get that notebooks are cool for learning, but Kestra seems really important. Could you explain a bit more about *why* scheduling and retries are such a big deal when running AI code? It just feels like overkill sometimes.",193612db63
"The module mentions using Kestra to learn about things like RAG and AI agents – how exactly do those fit into a workflow, and what’s the benefit of using it instead of just building everything myself?",193612db63
"I saw you mention swapping between different LLM providers (OpenAI, Gemini, etc.) with Kestra.  Is that something I can actually *do* easily, or is it super complicated to switch models mid-flow? What's the process like?",193612db63
"You said Kestra helps me ‘reliably chain tasks together.’ Can you give me a simple example of how that would work in practice? Like, what kind of tasks are we talking about connecting?",193612db63
"I’m still a little confused about why we’re focusing on Kestra *now*.  The intro page talks about the motivation, but could you break down exactly *why* orchestration is so crucial for building real-world AI applications?",193612db63
"Hey, I’m getting this ‘JSONDecodeError: Expecting value’ when I’m trying to make the ground-truth questions using the LLM. What exactly is causing that problem?",a3c7e1b4f9
"So, the LLM keeps putting the JSON in a code block or adding extra stuff around it – how do I actually *force* it to just output plain JSON so `json.loads()` works correctly?",a3c7e1b4f9
"I’ve tried using `response_format={""type"": ""json_object""}` like you said, but is there anything else I can do in my prompt to make sure the LLM understands exactly what kind of JSON I need?",a3c7e1b4f9
What if I'm using a different LLM provider than OpenAI (like Gemini or Groq)? Do I still need to use `response_format` and be really specific about the expected output shape?,a3c7e1b4f9
"Just to clarify, when you say ‘be explicit in the prompt,’ does that mean I should tell the LLM *exactly* how many questions it should generate and what format they should be in – like a JSON object with a key called 'questions'?",a3c7e1b4f9
I'm getting Jupyter kernel crashes when I try to embed my ground truth data – why is that happening?,b8f2d6a30c
"Okay, so the problem is my computer doesn’t have enough RAM for the embedding model and the notebook. What’s the easiest fix?",b8f2d6a30c
What’s a good alternative embedding model I could use instead of the default one if I'm running on a small machine like Codespaces?,b8f2d6a30c
Is it really necessary to run the embedding process in a separate Python script? How does that work exactly?,b8f2d6a30c
"I’ve tried moving things around, but still getting errors. Should I be manually deleting variables and collecting garbage regularly to free up memory?",b8f2d6a30c
"Okay, so I’m trying to generate this ground truth dataset and I keep hitting rate limits with Gemini – what exactly are those limits for, like per minute or something?",c1e9f4b820
"The answer mentions `time.sleep(4)`, but that only fixes the minute limit, right? How do I actually avoid going over the *daily* request quota when using a long loop?",c1e9f4b820
"If I’m running out of money with Gemini, what's a good alternative for generating this dataset quickly and without hitting those limits? Is `gpt-4o-mini` really that cheap?",c1e9f4b820
I see you suggest lowering concurrency. Can you explain more about what that means in terms of the thread pool – should I just use fewer workers or something?,c1e9f4b820
"What’s the best way to handle it if I get cut off mid-generation because of a rate limit? Should I just start over from scratch, or is there a better strategy for saving my progress?",c1e9f4b820
"Okay, so I'm getting this error message about `fbgemm.dll` not being found in Windows. What exactly *is* `fbgemm.dll` and why is it causing problems with PyTorch?",15e931476c
The FAQ says to install Visual C++ Redistributable – but which version do I need? Is there a specific one that’s guaranteed to work with the latest PyTorch?,15e931476c
"I've tried installing the Visual C++ Redistributable, but the error is still happening. Should I be trying Visual Studio instead of just the redistributable package?  What’s the difference?",15e931476c
The link you provided talks about a discussion on discuss.pytorch.org – can you explain a little more about what that forum post was saying about this `fbgemm.dll` issue and why it's so common?,15e931476c
"I’m running this on Windows, right?  Does the fact that I’m using Windows specifically make this error more likely, or is this just a general problem with PyTorch installation?",15e931476c
I'm getting a 'psycopg2.OperationalError: could not translate host name ,4b65d5542d
"Okay, so I'm trying to see the full text in a column when I’m looking at the LLM-as-judge results in the offline-rag-evaluation notebook. The answer gets cut off... how do I actually *see* the whole thing?",641aedbbf5
"I read about `pd.set_option` but I'm not sure exactly what to put in there. Specifically, how does setting `display.max_colwidth` actually fix the problem of Pandas truncating my text columns?",641aedbbf5
"The documentation says ‘Setting it to 'None' allows unlimited width.’ Does that mean I can just use `pd.set_option('display.max_colwidth', None)` and everything will be visible, no matter how long the text is? Is there a limit?",641aedbbf5
"I’m using this code: `pd.set_option('display.max_colwidth', None)`. Does that need to go *before* I display the DataFrame or somewhere else in my script?  And does it affect all DataFrames, or just the one I'm looking at?",641aedbbf5
"Just to be clear, this `pd.set_option` thing is a permanent change for Pandas, right? Or do I need to run this command every time I want to see the full text content in a column?",641aedbbf5
"I'm trying to normalize vectors in a Pandas column, but I’m getting an error. The code you provided looks right, but it still isn’t working for me. What am I missing?",5039707c1a
Could you explain a little more about why we’re using `np.linalg.norm(v)`? Is that the best way to calculate the magnitude of a vector in Python?,5039707c1a
"The code says `df[""new_col""] = ...`.  Does this create a *completely* new column, or does it overwrite the original one if I run it multiple times?",5039707c1a
I’m using this on a really big DataFrame – will this method be slow? Are there any more efficient ways to normalize lots of vectors in Pandas?,5039707c1a
"The example uses `org_col` and `new_col`. What if my column is called something different, like ‘feature_vector’? How do I adapt the code?",5039707c1a
"I'm trying to figure out how to calculate the median of a Pandas DataFrame column, specifically the 50th percentile. Can you show me exactly how I’d do that using the `.quantile()` method?",b4c8ac5a0c
The FAQ mentions calculating percentiles with `quantile()`. But what if I want to find the 90th percentile – would I just change the ‘q’ value in the code?  Could you give an example of finding the 90th percentile?,b4c8ac5a0c
"Okay, so I see you use `df['col'].quantile(q=...)` for calculating quantiles. But what if my column isn't named 'col'? How do I make sure this works with any Pandas Series or DataFrame column name?",b4c8ac5a0c
"The answer says to use `quantile(q=0.75)` to get the 75th percentile.  Is there a way to specify the number of quantiles you want to calculate at once, like getting the 25th, 50th, and 75th percentiles all in one go? ",b4c8ac5a0c
"Just to be clear, when using `quantile()`, does the ‘q’ parameter *have* to be a decimal representing the percentile (like 0.75 for the 75th)? Or can I use an integer like 75 if that's what I want?",b4c8ac5a0c
"Okay, so I want to completely wipe out everything related to Docker – containers, images, volumes, and even the builds. What’s the *exact* command I should use from the terminal to do that?",66ccbb7da0
"I'm trying to get rid of all my Docker containers, but some are running! How do I force-delete those running containers too, along with any stopped ones?  Is there a single command for everything?",66ccbb7da0
What’s the best way to delete *all* the Docker images from my system? I've got a ton and I want to start fresh. Can you show me the command?,66ccbb7da0
"I need to remove all of my Docker volumes, but I’m not sure how to list them first. What command do I use to get a list of volume names so I can then delete them?",66ccbb7da0
"Just to be clear, these commands will permanently delete everything – no recovery possible?  Is there anything I should know before running those `docker rm -f`, `docker rmi -f`, and `docker volume rm` commands?",66ccbb7da0
"Okay, so I'm trying to make sure users only give one piece of feedback (like +1 or -1) per submission. The FAQ mentions `st.session.submitted` and that it gets reset even after I press a button. How exactly do I prevent this reassignment? Is there a specific way to handle the session state so it *stays* False until they've given their feedback?",2e729f1271
"The Streamlit Discuss link says to check there, but honestly, I’m still a little lost. When I use the ‘ask’ button and then try to give feedback, the buttons get disabled even though I only pressed one of them once. What’s going on with `st.session.submitted` and why is it changing back to True?",2e729f1271
"I understand that `st.session.submitted` needs to be False initially. But if I'm using Streamlit’s session state, how do I *reliably* keep track of whether a user has already submitted feedback without manually checking every time? Is there a better way than just relying on this variable?",2e729f1271
"The solution link mentions Streamlit Discuss – could you explain a bit more about the problem that was discussed there? Specifically, what part of the code was causing `st.session.submitted` to get reset unexpectedly after user feedback?",2e729f1271
"Let’s say I want to build this system where users can give multiple pieces of feedback. How would I modify my code to ensure they *can* submit multiple times, while still keeping track of whether they've already submitted using `st.session.submitted`?",2e729f1271
"Okay, so I’m running my Streamlit app with Docker Compose and it keeps saying ‘executable file not found in $PATH’. The app works perfectly fine when I just run it normally. What exactly does the error message mean?",e8df9f0d12
The FAQ says to create a `Dockerfile`. But what *exactly* should be inside that `Dockerfile` for my Streamlit app to work correctly with Docker Compose?  Is there a specific command I need to add?,e8df9f0d12
"I’m trying to follow your instructions – create the `Dockerfile`, then use `docker-compose up --build`. But it still gives me the ‘executable file not found’ error. What am I missing, and why is my app working outside of Docker Compose?",e8df9f0d12
You mentioned adding `streamlit` to the `docker-compose` configuration. How do I actually *do* that?  Is there a specific line I need to add to the `docker-compose.yml` file?,e8df9f0d12
"The answer says to use `docker-compose up --build`. But what does `--build` even do, and why is it important in this situation? Does it automatically create the `Dockerfile` for me?",e8df9f0d12
"So, I’m working on this capstone by myself – is that really what you mean?",0fab61eca2
Can I totally team up with classmates and build a system together for the assignment?,0fab61eca2
I'm worried about how to handle code if I'm doing it solo. Are there any guidelines on repository management?,0fab61eca2
What exactly does ‘clearly decomposed into independent projects’ actually *mean* in practice?,0fab61eca2
"If my project relies heavily on someone else’s work, will that still be considered a valid capstone?",0fab61eca2
"Okay, so I saw the FAQ says we only need to submit one project. But what exactly *does* ‘attempt 1’ and ‘attempt 2’ actually mean when it comes to submitting my work? Is there a specific deadline for each?",d5fc98925d
"The answer mentions using different datasets if I want to do two projects – but is that *required*, or just recommended?  Like, can I submit the same project twice and still get credit?",d5fc98925d
I’m worried about missing the first submission window. What happens if I genuinely can't make it on time for ‘attempt 1’? Can I still submit my work later?,d5fc98925d
"The FAQ says we need to do peer reviews.  Does that mean we *have* to review three people, or is there some flexibility in who we choose?",d5fc98925d
"Just to be clear – if my first submission doesn’t go through, can I just keep working on it and then submit a completely new version during ‘attempt 2’, or does it have to be a significant revision?",d5fc98925d
"Okay, so just to be clear – the Kaggle competition isn’t going to fulfill the requirements for the Capstone Project? I was wondering if we could still use our results?",e892d44e42
"The FAQ says the capstone is individual. But what exactly *does* that mean? Like, can we get feedback on our work from a classmate or something?",e892d44e42
"I saw you mention forming teams for the competition – is there any way to do that for the Capstone Project too, or is it strictly solo?",e892d44e42
"If I’m working on the Capstone alone, does that mean I have to build *everything* myself? Can we use pre-trained models or anything like that?",e892d44e42
"Just want to double check – this competition isn't a substitute for actually completing the Capstone Project deliverables, right?",e892d44e42
"Okay, so we're basically judging each other’s projects? That sounds…interesting! How exactly does this peer review process work?",9a2e2d2008
"I just want to make sure I understand – if I don’t grade three other students’ projects, will that seriously affect my final score and whether or not I get the certificate?",9a2e2d2008
The guidelines for judging are still being finalized? What specific things should we be looking for when we're giving our classmates feedback on their capstone projects?,9a2e2d2008
"Can you explain a little more about how the median scoring works? Like, if some reviewers give really high scores and others give lower ones, how does that get averaged out?",9a2e2d2008
So three random students are judging my project *and* I’m judging theirs? Is there any overlap in who gets assigned to review each project?,9a2e2d2008
"Okay, so just to clarify – exactly when does the project assignment process start? And what happens if I’m not happy with the projects that are given to me?",eae0fb50aa
"The Excel sheet… will it show *which* projects we're working on specifically, or just a general list of the three assigned to each person?",eae0fb50aa
"I want to make sure I understand this right. So after the deadline, you’ll send out an Excel sheet with the project assignments? What if I need to ask for a change at that point?",eae0fb50aa
"Regarding the Excel sheet – will it include details about the grading criteria for each of the projects, or do we get that information separately?",eae0fb50aa
Just one more thing - how much time do we have *after* receiving the Excel sheet to actually start working on our assigned projects?,eae0fb50aa
"Okay, so I just submitted my Capstone project, but I’m wondering – if the deadline is over, why don't we get to see any of the other students’ work for grading purposes?",a8a7fef016
I understand that you can’t pick and choose which projects to review. But when exactly does the list of projects to evaluate get released? Is there a specific time I should be checking for it?,a8a7fef016
"Just to clarify, once my project is submitted, I'm completely out of the loop regarding other students’ submissions until the evaluation list comes out? There’s no way to peek at anything beforehand?",a8a7fef016
I noticed the FAQ says we can’t review projects before they’re assigned. Could you explain a little more about *why* that’s the case with the Capstone Project – is it for fairness or something?,a8a7fef016
"So, if I submit my project on time and then wait, will the system automatically assign me a project to evaluate, or do I need to actively look for the list once it's released?",a8a7fef016
"Hey, I'm totally stuck trying to figure out what kind of project I should actually do for this Capstone. Where can I look for some suggestions or maybe even datasets that would be a good fit?",e76a70cde3
I’m really struggling to get started – is there a list of potential project ideas we could explore based on the LLM Zoomcamp content?  And are there any recommended datasets available somewhere?,e76a70cde3
"The project guide mentions looking at a GitHub page for ideas. Could you give me the direct link again, just so I don’t lose it?",e76a70cde3
I'm wondering if anyone has already come up with some cool project concepts using LLMs?  Where can I find inspiration and maybe even some datasets to work with?,e76a70cde3
What kind of guidance is available on choosing a good dataset for the Capstone Project? Is there a specific page or resource that lists suitable options?,e76a70cde3
"Okay, so for the capstone project, we don’t *have* to use something like Airflow or Mage to build our data pipeline? Just a regular Python script is okay to get full marks for the ingestion part?",d4f7c08ea1
"If I were to use a Jupyter Notebook instead of a plain Python script to do the data ingestion, would that still be worth two points instead of one?",d4f7c08ea1
"When you say ‘use an orchestrator only if it fits,’ could you give me a specific example of a project where using something like Airflow *would* actually make sense for the capstone?",d4f7c08ea1
"I’m worried about just doing a simple Python script – will I be penalized if my data pipeline isn't super complex and doesn’t need constant updating?  Is it better to over-engineer things with an orchestrator, or keep it simple?",d4f7c08ea1
"So basically, don’t use Airflow or Mage *just* to tick a box for the ‘ingestion pipeline’ criteria? That makes sense – I was thinking about adding one just to get more points.",d4f7c08ea1
"Okay, so I’m trying to build a recommender system using RAG, but there isn't really any 'correct' answer to compare against. Your FAQ mentioned ‘synthetic ground truth’. Could you explain exactly how I would go about creating that – like, what prompts should I be using for the LLM?",9b0e2d6a47
"The part about using an LLM as a judge sounds interesting! How do I actually set up that judging process? Specifically, what kind of rubric should I use to rate the results, and how do I make sure it’s consistent?",9b0e2d6a47
"You said NDCG is better than hit-rate for ranking problems. Can you walk me through *why* that's the case? I get that hit-rate just checks if the right answer shows up, but why does NDCG take more into account when multiple answers are good?",9b0e2d6a47
I’m a little confused about combining the synthetic ground truth and the LLM-as-a-judge approaches. Are there any specific ways these two methods can be used together to get the most accurate evaluation results for my RAG system?,9b0e2d6a47
"Regarding the synthetic ground truth, you said I should generate around 5 user queries per item. Is that a fixed number, or is it something I should adjust based on the complexity of the item’s description and the type of data I'm working with?",9b0e2d6a47
"Okay, so I’ve got this huge corpus of PDFs – like, really long ones with tons of text. The FAQ says not to aim for the ‘perfect’ chunker right away. What's the *best* way to start experimenting with how to break these documents down?",6f2a8b3d10
"The answer mentions using an LLM to split my documents into sections. Could you explain a little more about that? Like, what exactly would I be asking the LLM to do and why is that helpful for indexing?",6f2a8b3d10
"I see you recommend adding short summaries to each chunk. How does generating those summaries actually improve the search results – is it just making things easier to understand, or is there something more going on?",6f2a8b3d10
"What’s the difference between ‘fixed-size chunking’ and ‘smart chunking’, and when would I choose one over the other?  I'm a bit confused about the trade-offs.",6f2a8b3d10
"The FAQ lists some tools for parsing PDFs – pymupdf4llm, Docling, and GROBID. Which of these would you recommend starting with for a large PDF corpus, and why?",6f2a8b3d10
"Okay, so about reproducibility – it’s not just about me sharing my code, right? Does that mean someone else could actually run my project if they got the same data?",e5d8a2c761
The answer mentions a `.env.example` file... but shouldn't I be putting *actual* API keys in there for the reviewer to use?  I’m a little worried about security.,e5d8a2c761
"What exactly does it mean to ‘rebuild the search index locally’? Is there a specific command or process I need to show them, or can I just explain it?",e5d8a2c761
You said to use a cheap model like `gpt-4o-mini`. Why is that important for reproducibility?  Will a more powerful model actually help reviewers recreate my project?,e5d8a2c761
